d;userID;ISBN;bookRating
25039;9929;1932344268;10
27757;51665;1400061296;8
15441;52917;006099486X;8
21319;81477;076791404X;2
63996;128208;089577822X;9
60074;102154;1555844340;10
49106;55490;083598592X;10
44158;38176;1400031184;7
16049;3363;039470780X;9
50171;58529;051711903X;8
11123;42914;038533348X;9
15534;113519;044652087X;8
66524;148263;1892213982;10
535;30144;006054094X;8
36536;140662;1575667916;6
10360;126072;1576737330;5
13257;123325;037570504X;7
57611;94347;1885590431;7
55538;148199;1885071337;7
22279;126604;1573225312;9
14009;2010;1552976246;2
32717;38927;015668568X;8
21889;7286;1931709300;10
21778;88879;1573223328;9
63654;126918;1567313566;8
34232;23280;078578487X;10
1520;86465;044023722X;7
59021;98391;1931402094;9
41628;98391;1551667312;10
58836;98391;159105236X;10
24816;9660;1578562589;10
53227;72742;1584850884;7
34090;135665;038532720X;7
59583;114292;074323782X;10
54671;79285;1582431450;10
7958;132846;037326254X;10
46329;46003;1561632791;7
55799;85993;1577344189;10
50186;58594;1931081670;10
602;277143;031286504X;10
40756;33254;1410732010;10
58000;108997;015617099X;8
25833;31094;067162461X;8
29304;151442;044024126X;10
41209;34636;087605405X;7
66466;148199;1579540090;6
50916;60337;1555831443;8
48891;54898;1564586464;10
36161;26140;1896300529;6
24441;50205;051513595X;8
32464;46398;067144834X;5
45281;94709;1561709336;10
8304;42256;042518630X;6
12645;25225;038533334X;7
26683;11817;1578660343;7
23354;91931;1400030382;9
52080;92810;031219210X;7
53478;73651;015216250x;6
10980;8;1881320189;7
58405;98391;031289063X;8
37160;27212;1589392086;10
18480;64436;1558746986;9
9242;63604;059045367X;7
9791;34572;155166884X;7
51316;62891;014043044X;8
40712;32889;059032845X;4
2143;8066;014100018X;8
47155;49792;1551661683;8
5465;278026;038533558X;9
26910;12194;068815512X;7
57121;93047;068841933X;8
47709;98391;045121076X;10
39831;59734;044021971X;7
8624;147847;044021145X;5
52203;147609;1551990482;8
12821;104636;055321313X;10
2052;106914;002542730X;10
33205;82608;038547802X;8
4898;114544;051513628X;6
11437;28177;006101351X;9
48295;138883;1556613709;10
61229;109574;1568543808;10
35890;25700;044100329X;8
29142;122793;078688598X;10
45389;123988;086316157X;7
5886;132371;044022103X;5
25254;136139;1573222267;10
1317;277203;059044297X;9
31624;28177;1570629625;9
58925;98391;1594142033;10
55102;81763;044653174X;5
66742;150124;1567183573;9
46371;46293;055329315X;9
17286;106821;038079487X;7
66131;145449;1589821122;8
392;92547;059030271X;9
12527;21014;1573229571;2
13929;128109;038082101X;5
57733;94923;156504925X;7
50569;81368;015601288X;9
18224;55892;061810450X;9
20414;142121;015100692X;6
3661;29259;1558744150;10
19333;74691;015602943X;8
64689;133416;1563052849;7
38304;29396;014038801X;6
40480;32250;1556612273;8
6771;30276;1551668300;6
15223;28709;140003065X;7
7099;132663;1878424319;9
12145;51883;068815252X;1
44477;110267;081180142X;9
5811;136077;039914739X;8
61772;112093;1567189636;8
48439;52768;1571740120;7
64108;129074;088150145X;6
50824;60263;1573180270;9
62841;126736;006018292X;5
60818;106988;1557780951;6
39717;98391;1551667290;10
39786;150861;067100414X;7
55977;87141;060960595X;10
36411;36299;044921737X;8
56465;88288;1892327287;5
28258;64670;1551666618;2
28860;32541;067169507X;9
34785;126240;1573221465;9
66495;148258;1559703725;9
1673;83252;037541309X;7
56391;141808;1572460733;9
15864;112109;006109157X;9
22813;145962;076790382X;8
56150;87540;1552978044;10
63618;126697;1562478494;10
13018;56553;067101420X;9
32415;21283;1853260320;9
63462;139706;1567187250;8
18426;95359;067972883X;9
49895;56959;1579901905;10
51871;67174;1591823145;6
51251;62464;1885211619;7
24636;9408;1560232234;9
43916;37712;1929266081;4
38724;30273;1565124057;7
56735;89905;1557483469;10
25031;147847;1576739627;10
29155;15049;1582380155;9
22284;86145;157566108X;7
10570;126604;014028009X;5
10376;278529;1571741097;6
52338;69078;067172570X;8
6107;137077;068484477X;5
43364;36836;094655157X;8
33332;98391;052594639X;8
12578;2110;015216250X;8
18529;76766;037540256X;6
49134;55490;1879181487;9
12711;4385;1551660016;10
50379;59443;1556521901;8
43477;36836;1586607359;8
50030;57255;038079201X;7
33653;21256;1573221708;9
18575;19522;1551667509;9
23992;8739;1571684115;5
1709;35424;014023313X;9
11375;54512;067103619X;5
48961;55106;1414063024;9
4156;56856;014034893X;7
53192;72220;1552633977;10
3722;135308;1550544683;8
10855;10334;1558747109;8
38931;150327;044651506X;8
66359;147752;1881616169;10
8054;134797;038076654X;10
45588;43052;1582341508;5
12;63970;034545104X;8
54319;131046;006093221X;7
58910;98391;1594141487;10
5622;104925;044661162X;8
66595;148806;1400041767;6
52861;117150;156179712X;10
28279;118533;1567182593;10
64663;132836;1561580619;10
26073;83287;038072121X;10
47285;50204;1568381417;6
4053;277720;1551663058;5
45337;42093;1402501765;7
55880;86392;188896300X;10
53289;89551;1879181037;9
37770;65584;037383568X;8
61028;108197;1572242418;10
31301;148798;1580621805;10
65107;136237;1570640815;4
17419;3944;014011906X;6
58780;98391;1590580141;9
23905;8681;1582970599;5
64310;129716;1900131560;9
21814;7286;043937989X;8
23510;8936;1551669455;10
8507;77860;044021145X;8
35824;25601;1580401317;8
39979;75149;1573222631;8
45557;63452;076790575X;10
60385;104429;096132872X;10
16923;13273;068487217X;8
27006;30276;1551669374;7
65590;140410;1556706642;8
26686;11832;1585671487;9
18365;100459;044651862X;9
58599;98391;1410789454;9
34525;147965;030796017X;10
63534;125736;1578560322;9
51444;63956;089879854X;9
39636;31315;1883013410;8
21536;41718;067189109X;6
2524;41138;067101417X;8
52635;145291;082175677X;7
54250;98758;067180720X;9
65631;141157;1896754031;10
45090;40958;2253140872;9
64003;128325;1579544290;8
57174;93047;1557732302;7
2680;97694;080410753X;7
20432;140196;015640057X;8
34172;110912;038097651X;10
7276;65484;051513287X;9
41720;142978;006105903X;5
27185;42458;055327953X;8
65904;143175;1577347242;10
46913;115815;052594480X;7
4031;8942;052594544X;5
19600;102702;082177512X;10
45520;42789;067104172X;9
5506;278026;1551667517;7
5970;21356;068484477X;7
31518;138883;055315446X;8
61601;111210;1555036554;9
31674;17051;076100775X;5
46575;47275;1888306149;8
7082;99216;1878424319;10
31723;17190;1578563909;10
27518;48355;1569310491;8
57446;93411;014044274X;8
64648;132716;1585741833;8
64474;130837;1575420279;10
59999;142974;1568654944;7
5069;127171;1573221112;9
31229;16795;1579543022;4
62525;116703;031225220X;10
66895;152186;1561712418;10
49039;55187;1852308974;8
56266;87688;3442161444;1
21792;98391;037541200X;9
1360;15623;044023722X;8
31793;17380;038080297X;8
4825;9354;051512317X;10
34494;87911;059043277X;10
38153;29209;031293212X;5
54048;76483;060980135X;8
37099;27169;037383411X;8
20057;95359;1853260150;10
62478;116301;1551662655;8
64459;130554;1556616465;5
50635;60244;055350259X;8
17208;97874;1570613818;1
24334;9027;1577592735;10
41133;107784;044021646X;5
127;276747;1885408226;7
1413;35831;044023722X;9
9618;145641;080410526X;7
39508;125866;039914496X;6
40494;108115;1582700516;8
45443;95359;1585670529;7
52876;70415;1561640700;10
23906;65663;1582970599;9
12705;144691;038533334X;7
5991;37712;068484477X;7
53121;71789;1565924347;8
36489;110584;1551662922;10
23557;34986;1566190304;5
61735;112083;1591823307;10
46570;47220;1588512592;10
23292;8245;159129021X;7
7440;27383;006016848X;8
55957;112920;044651912X;7
65569;140036;1578561930;9
10873;104636;1558747109;9
35214;24624;1578562996;9
8146;4938;042513525X;7
54695;79441;067165568X;4
36995;26711;1850282633;10
34655;30127;078686298X;9
57992;95903;1858546818;8
24886;9856;067152609X;4
32439;121170;1400033349;7
34839;146348;1883013348;6
59998;101851;1568654944;6
34905;23872;044970436X;8
9600;126824;080410526X;9
65145;136382;1551103796;5
12098;143294;055356160X;6
63684;127137;038548707X;9
53804;76305;1900924242;5
63422;125203;2070424758;9
29532;15670;006441034X;8
27710;29479;188845136X;10
64917;135265;037305744X;6
27818;56307;1551667010;7
10923;10819;1558531025;7
65103;136205;1575669064;4
23071;146113;1575667223;8
11822;136720;068484267X;10
29176;15135;076450407X;5
52628;114368;055358457X;5
55648;85469;1551521202;8
35142;24204;1562474812;9
20894;60244;1573223425;7
15541;136313;044652087X;9
18251;46342;044023672X;9
61907;113270;1565920422;5
22444;31468;155166285X;5
56874;91719;1878208039;9
30652;76151;051508901X;10
43183;133296;067103992X;10
22783;8066;076790382X;4
53383;98391;077832057X;10
8101;93413;038549081X;4
42815;53229;080213422X;5
32413;100906;1552975401;8
4163;133747;014034893X;9
48950;55065;1568302894;10
202;85993;043935806X;10
40136;31826;1558705341;10
31548;16966;1555832660;8
66931;152409;039475641X;8
3132;146348;1559586893;7
64445;130547;1903650038;8
19418;35339;067087762X;2
27515;12824;1568849079;7
21525;144318;067100042X;8
2769;136193;080411918X;7
38465;29885;1555610498;10
27819;59198;1551667010;7
60535;105374;006095275X;7
13807;1733;055329945X;8
58804;98391;1590580699;9
10466;39281;1401300057;10
59804;101209;1567905188;8
6336;24215;059035342X;9
65382;138844;069708180X;9
50035;57284;1586481967;6
51409;123249;074323748X;5
45014;40943;055312000X;10
23230;102129;055358264X;8
18790;136022;068483183X;8
28501;110267;006093056X;5
24470;114306;077109972X;8
1341;1530;044023722X;8
8059;54589;038097391X;5
18703;59269;1558748040;10
36885;26583;156414142X;8
6501;117824;059035342X;8
36308;88677;1551665484;7
53398;73394;1551665727;8
6330;22936;059035342X;10
33460;102130;038073267X;10
56589;88733;1569874115;10
17141;20794;038533303X;5
30364;108267;044651764X;5
26029;11601;034536998X;5
38857;148258;1594480001;10
14479;67403;055357549X;8
50229;58791;1414009623;9
49640;56447;1586670697;8
35674;52504;061812733X;8
24152;8782;1879682737;10
45097;40963;2800115696;5
41800;37181;038076296X;8
49396;105535;1853260266;5
49567;56447;044017242X;6
33432;93363;1582293082;9
8096;74185;038549081X;7
61721;112069;1574090100;7
61122;108914;091174729X;9
24120;98547;1592400876;10
27200;36269;059087764X;10
5288;82414;044651652X;6
17449;20685;068480087X;5
33265;21011;1893329127;4
54175;76499;3822874361;10
32431;32127;1575663988;4
55928;86784;1401075185;10
5551;59499;044900371X;7
66593;148798;1861870949;10
13498;86932;089480829X;9
51349;63243;044015071X;6
28884;97874;067169507X;8
62203;114639;156833110X;10
6396;57398;059035342X;10
11098;38248;034543014X;10
52553;69375;1593080476;7
30192;98391;1551667177;10
14357;2132;1551666766;8
66306;146855;014025157X;10
10917;278851;067161746X;7
58555;98391;078686656X;9
17823;106550;055327886X;5
42005;133571;068484611X;7
4846;114200;051512317X;9
29520;141047;080503885X;7
36755;26544;1551669390;8
31719;142579;1551666480;9
34855;23768;1885222726;7
17994;4401;1562801465;8
61758;112083;4766112415;8
18691;104636;067100767X;8
60072;102154;076151189X;8
29184;138411;042518465X;7
14786;2622;1904095399;5
25690;135653;1576739759;9
63300;124322;1559701943;8
36262;114368;037307607X;5
66861;151608;1560795905;5
1517;83573;044023722X;7
3356;30629;044022165X;9
60353;104243;073941738X;6
12540;73044;1573229571;7
18744;147847;039951743X;5
43814;105365;1575661985;8
59128;142479;038072202X;7
53953;100459;055357874X;7
24350;16718;074322423X;8
3199;277427;1930285000;8
7119;13259;039592720X;7
45491;42718;1879431068;10
9464;94951;068416325X;8
61523;136407;081257883X;6
36226;26464;074320512X;8
63091;123468;1903650089;8
956;119456;037582233X;7
36326;27169;1575662612;8
7168;131604;039592720X;9
24772;26084;061812702X;10
31926;143415;060961004X;8
61911;113279;1579722024;6
57304;93047;1932425039;9
53741;75491;1567994369;8
13386;1167;038533656X;5
18550;43910;1555834310;9
56974;92547;088266476X;7
40367;75819;044108950X;8
4045;12194;087542127X;7
1262;113475;030700645X;5
27289;57811;1401088945;10
11118;3917;038533348X;7
4479;118228;067976402X;10
25852;127171;1560255102;10
62700;119230;1555836011;8
11583;149198;006101351X;6
26008;65653;014006690X;9
64100;129074;067145076X;8
11041;137588;051513290X;7
20577;21874;038572179X;5
29089;106845;051513239X;4
24775;50172;006090674X;7
10810;43864;1558745718;9
58667;98391;1569473706;10
26684;11832;055326026X;8
47380;97754;1895897572;6
21914;69775;034538430X;10
31611;146348;014034019X;10
12013;507;034546074X;8
7838;114368;034538475X;5
45363;42162;1569319464;10
5597;735;044661162X;9
17468;3983;156955028X;6
1194;135265;1558743669;8
35140;24194;B0001GMSV2;8
29994;16530;078601556X;2
59022;98391;1931402183;9
28357;13850;1885404123;10
64951;135277;2070406962;9
61690;112001;074341733X;8
1422;39374;044023722X;7
12338;76942;080411868X;6
58146;96711;1878739182;7
11296;55490;1563895730;10
1092;26538;1558743669;5
20810;7158;1558748865;9
66036;144120;1885394004;5
18013;41455;034540761X;7
56744;89922;1895688426;8
16019;62966;037325041X;10
3596;97290;014038572X;6
39426;31278;031227856X;9
37410;52584;1573228230;9
37691;28523;1558702334;10
52938;70594;038541370X;9
40416;51883;1551661462;5
58856;98391;1592799779;10
55542;84456;1413406025;10
6843;20115;014025448X;10
15184;126907;051512088X;6
15802;3197;055308013X;7
6716;278188;1551661586;6
39085;135149;074343143X;8
23029;98391;1556615728;10
39235;65258;1557483159;8
37307;27596;1569319049;10
4047;95932;087542127X;7
20274;115692;039915079X;6
37220;56341;081673691X;7
36050;126810;1551660342;7
46723;47922;038548741X;8
29494;147897;1400033543;8
37676;115678;080661711X;5
31010;32329;1551667916;8
45796;43309;1561791121;7
35429;113475;157082262X;5
32332;124692;1558747435;7
4658;59421;068482499X;10
11839;6543;1573225789;9
66365;147847;006104248X;5
59574;100074;1401352030;5
22111;102939;042518272X;6
3741;105979;034543739X;6
16884;20265;1573225517;9
64450;130554;055356756X;6
21269;51450;031225234X;8
2279;118644;038081904X;8
1051;152186;042511774X;5
1780;139070;014023313X;8
57523;94307;1570620903;10
64308;129716;1858682789;5
43161;46398;006009351X;7
16872;3578;039396647X;10
40144;51777;1562826840;6
37165;27222;1570719713;7
24504;12824;1591820073;10
25287;142256;1561797111;9
56336;87747;1592400302;7
5393;115707;044651747X;6
1240;57124;1573221856;7
53708;112093;091491829X;3
34236;23288;030710172X;10
29399;15408;1563891638;6
49910;56959;1878257730;10
43667;37113;087784867X;10
24137;136491;1592400876;9
57677;94921;1587171120;8
33278;148199;037550219X;6
3142;277427;1564403963;9
9176;83109;055357258X;8
21641;37208;1551662604;8
38505;29915;1578564905;10
7565;139904;006444144X;7
54206;117325;192975213X;8
13105;102702;051513399X;10
31537;43246;1550810510;9
24439;42883;051513595X;7
20720;78719;067972754X;6
60008;101851;1574570226;9
27670;112083;1931514801;9
35821;25601;1580400469;7
6896;85766;014025448X;6
64582;132026;038549677X;7
25356;12824;1931514461;10
57036;92810;074754865X;5
59017;98391;1931201544;10
4518;137953;067976402X;7
60987;107865;1575664895;9
14054;2030;1577310454;10
52834;98391;1589392191;10
44969;40919;1559723327;9
25543;10560;158567365X;4
37835;98391;155166741X;10
12488;62968;038529929X;7
57152;93047;1555835279;7
47162;49842;030712939X;5
60668;105987;1559701277;9
4160;95359;014034893X;9
23582;108747;014005829X;9
42801;37712;068482342X;10
52946;70594;1550370146;10
19350;25890;031242258X;10
34422;77307;006098726X;8
63460;125217;1567187250;10
56049;87141;1565922662;8
6699;124079;059042503X;7
57877;95316;057117020X;5
31278;138045;1878424114;9
39911;31556;1575849771;5
28995;14698;006020186X;7
58331;98391;006000441X;9
507;109033;074343627X;10
66685;149907;1579122469;7
55218;82600;1562920960;5
19328;26487;015602943X;10
31359;103545;038075889X;10
59486;99281;1840672447;7
34949;45530;1563893339;10
29108;35859;1558744215;8
18995;46398;037540290X;6
2741;38356;080411918X;10
25704;45757;038072751X;8
13076;124310;067102535X;8
60822;106988;1864501987;8
62285;115003;1556506554;9
31505;16966;044652560X;7
9134;93562;055357230X;5
2746;56307;080411918X;9
12462;28594;1563899388;5
55694;85526;1885211368;7
57451;93421;1883010144;10
15229;37712;140003065X;9
1182;127367;1558743669;7
16830;3471;1551113074;5
8653;104636;044021422X;9
49471;55892;1570421048;5
48798;54206;1401301029;8
54561;78834;1573228540;8
52342;69078;080505118X;7
58976;98391;1891946145;9
8757;142541;044661095X;7
62912;121264;1558152075;5
58682;98391;1573222240;9
17498;4017;1400061598;10
45787;43308;1591294347;10
6135;41455;076534128X;4
22672;109402;1586602950;10
61103;108600;1894877098;9
65872;143163;1884444393;10
